ann, random_forest, xgb, lstm
45.27824401855469,0.23713023075383563,0.4557013747457755,4.838162422180176
26.53732681274414,3.1852950238019346,7.212899139116089,9.11467456817627
8.952720642089844,7.059157730240029,5.994430169886099,17.211956024169922
5.040459632873535,10.243320434673652,10.94117744293429,8.754685401916504
8.909146308898926,3.454285991427821,4.099855327122984,2.992924928665161
5.89784049987793,10.33505418478399,8.444325547187185,9.75766372680664
25.823463439941406,46.272332948762205,40.37491044601901,80.66681671142578
43.83389663696289,16.791914323620144,25.761561881375073,21.744081497192383
9.552884101867676,11.414040640327327,11.765082913821692,2.6666364669799805
3.8184354305267334,4.039252983164,3.5623886234227133,4.472231864929199
4.183135986328125,1.2871548373599826,1.7517106622228877,3.7506182193756104
11.844834327697754,25.268702149692672,28.34142715559714,10.5413179397583
37.96288299560547,49.29495214485984,42.372469746496066,22.891319274902344
25.132164001464844,16.06977747018839,11.031187966576837,11.505261421203613
90.12214660644531,167.6376968837738,197.9925460904263,123.12901306152344
42.21950149536133,8.202419039812387,10.570438876655524,25.18603515625
6.226970672607422,7.202952056053995,9.005822722325872,10.564817428588867
6.816959381103516,1.7384580465462225,2.9859426388279697,5.515897750854492
