ann, random_forest, xgb, lstm
31.079538345336914,1.128956816515381,2.3848577794839976,2.1196415424346924
9.050249099731445,0.7198224363805836,1.2120402004737056,15.287294387817383
5.908565521240234,0.7653346763200025,1.2471302742755321,3.9706013202667236
4.2178802490234375,1.0948090251658005,1.4837300201068768,2.300307512283325
3.160414218902588,1.1070292771311347,1.1873595257148417,2.038787603378296
5.487264156341553,0.9966407921066627,1.2107981739940128,7.008659362792969
10.940048217773438,1.3843001726517639,1.0426748826379602,2.6463661193847656
7.591943740844727,0.9233215815387783,1.5934795607253835,1.8116613626480103
3.0295522212982178,0.8754138142239879,1.1318089550147143,2.332318067550659
2.9720540046691895,0.9313607226165138,1.1882582847697225,3.1108553409576416
3.4355876445770264,0.513505997457311,0.5699425520674016,2.091268301010132
6.595027446746826,1.1847324677165114,1.4110367782543158,7.341092109680176
13.87653923034668,1.2800091082594058,1.3728388229634865,4.907626152038574
7.055572032928467,0.6772086362471454,1.9846366900157937,6.3342084884643555
10.416643142700195,0.9623118439826985,1.4460914726393674,7.805654525756836
3.588122844696045,0.5623060206329789,1.0608492448721327,6.060391902923584
3.5063443183898926,0.9489843137235812,1.278956715033242,2.3375136852264404
4.184990406036377,1.0358566307665165,1.6261019884282801,3.805325746536255
