ann, random_forest, xgb, lstm
3.7451131343841553,0.7291540673651645,1.2471302742755321,7.681337833404541
3.522191047668457,1.0659502495763298,1.4837300201068768,2.8120949268341064
4.998801231384277,1.0056445488159917,1.2107981739940128,7.347431182861328
8.53186321258545,1.3857653228260098,1.0426748826379602,6.373345851898193
8.464249610900879,0.9741148913761609,1.5934795607253835,4.605393409729004
2.5739705562591553,0.8768692616753753,1.1318089550147143,2.829829216003418
2.1350040435791016,0.9031844721439104,1.1882582847697225,2.776966094970703
2.303575038909912,0.48061196683236984,0.5699425520674016,2.6744253635406494
3.350717544555664,1.074280861662575,1.4110367782543158,6.5468010902404785
4.568812370300293,1.20486242873178,1.3728388229634865,7.228914260864258
5.541555881500244,0.7225724904232755,1.9846366900157937,8.937639236450195
6.040505886077881,1.036247999523811,1.4460914726393674,8.267489433288574
1.9637998342514038,0.5863373606028037,1.0608492448721327,5.745798587799072
1.7430115938186646,0.7610436334050737,1.0249064611214391,2.9358134269714355
2.111203670501709,0.8383589222061555,1.2747402376065853,2.2885234355926514
