,Dia Disp,Ambient,Ref Temp on Bed,Spindle Rear,Coolantwall,Transfomerbed,Spindle Front,Time
868,84.752,22.96,21.0,29.0,24.34,23.86,27.94,2.175
869,84.59,23.05,21.04,29.1,24.38,23.9,28.0,2.213
870,86.966,23.12,21.11,29.19,24.45,24.15,28.09,2.252
871,86.43,23.18,21.14,29.28,24.51,24.23,28.17,2.29
872,86.318,23.29,21.19,29.38,24.56,24.34,28.25,2.328
873,85.618,23.38,21.23,29.45,24.62,24.3,28.31,2.367
874,85.984,23.46,21.29,29.54,24.67,24.31,28.39,2.405
875,85.134,23.5,21.34,29.6,24.72,24.37,28.44,2.444
876,84.556,23.47,21.38,29.7,24.78,24.45,28.52,2.482
877,86.902,23.52,21.4,29.77,24.81,24.52,28.59,2.52
878,84.406,23.51,21.45,29.86,24.86,24.7,28.64,2.559
879,85.99,23.55,21.52,29.94,24.92,24.76,28.72,2.597
880,84.578,23.56,21.56,30.02,24.97,24.8,28.79,2.635
881,88.03,23.69,21.61,30.09,25.03,24.9,28.86,2.674
882,89.126,23.79,21.64,30.17,25.07,24.86,28.94,2.712
883,87.696,23.86,21.69,30.22,25.12,24.9,28.97,2.75
884,86.884,23.93,21.73,30.32,25.17,25.06,29.06,2.789
885,86.372,24.06,21.79,30.37,25.2,25.18,29.12,2.827
886,85.91,24.09,21.82,30.45,25.26,25.13,29.19,2.865
887,85.826,24.17,21.86,30.54,25.3,25.19,29.27,2.903
888,86.792,24.25,21.92,30.62,25.35,25.29,29.34,2.942
889,86.45,24.37,21.95,30.7,25.39,25.4,29.39,2.98
890,84.796,24.45,22.0,30.76,25.45,25.38,29.45,3.018
891,84.384,24.47,22.06,30.82,25.48,25.5,29.53,3.057
892,86.376,24.54,22.1,30.89,25.53,25.6,29.6,3.095
893,86.598,24.59,22.14,30.95,25.56,25.68,29.63,3.134
894,86.366,24.68,22.2,31.02,25.61,25.69,29.7,3.172
895,85.846,24.69,22.23,31.1,25.65,25.7,29.76,3.21
896,85.03,24.63,22.29,31.14,25.69,25.87,29.8,3.249
897,85.33,24.69,22.32,31.2,25.7,25.88,29.86,3.287
898,84.298,24.73,22.37,31.28,25.73,25.95,29.92,3.326
899,84.398,24.76,22.4,31.35,25.79,25.94,29.98,3.364
900,83.472,24.81,22.45,31.4,25.85,26.11,30.03,3.402
901,84.466,24.88,22.51,31.45,25.88,26.12,30.07,3.441
902,86.006,24.92,22.53,31.53,25.92,26.07,30.13,3.479
903,84.978,25.0,22.56,31.35,25.86,26.14,29.9,3.515
904,81.524,25.1,22.61,31.25,25.85,26.21,29.82,3.551
905,78.586,25.14,22.64,31.17,25.79,26.34,29.78,3.588
906,76.432,25.26,22.68,31.07,25.79,26.31,29.76,3.624
907,74.41,25.3,22.71,31.02,25.72,26.37,29.71,3.66
908,72.198,25.36,22.73,30.92,25.71,26.47,29.7,3.697
909,70.344,25.44,22.77,30.87,25.69,26.46,29.68,3.733
910,68.654,25.5,22.81,30.79,25.67,26.53,29.63,3.769
911,67.396,25.52,22.86,30.73,25.63,26.53,29.61,3.806
912,66.098,25.55,22.88,30.67,25.62,26.51,29.59,3.842
913,64.826,25.61,22.92,30.61,25.61,26.6,29.54,3.878
914,63.692,25.69,22.95,30.54,25.6,26.56,29.5,3.915
915,62.9,25.72,22.97,30.48,25.59,26.62,29.46,3.951
916,62.196,25.71,22.98,30.44,25.59,26.62,29.45,3.987
917,61.494,25.69,23.03,30.36,25.57,26.67,29.38,4.024
918,60.838,25.73,23.04,30.31,25.56,26.69,29.37,4.06
919,60.096,25.82,23.07,30.27,25.55,26.7,29.34,4.096
920,59.502,25.94,23.1,30.21,25.55,26.72,29.29,4.133
921,59.4,25.9,23.13,30.2,25.54,26.63,29.28,4.169
922,58.636,26.04,23.12,30.13,25.54,26.65,29.23,4.205
923,58.636,26.05,23.18,30.1,25.54,26.76,29.2,4.241
924,57.538,26.15,23.2,30.05,25.54,26.72,29.19,4.278
925,60.768,26.13,23.22,30.23,25.61,26.79,29.39,4.318
926,63.154,26.2,23.25,30.36,25.7,26.79,29.48,4.356
927,66.818,26.2,23.29,30.45,25.77,26.88,29.53,4.395
928,67.2,26.1,23.31,30.56,25.84,26.87,29.59,4.433
929,68.162,26.0,23.32,30.67,25.9,26.94,29.63,4.471
930,68.566,25.96,23.36,30.77,25.95,26.88,29.7,4.51
931,69.448,25.96,23.36,30.86,26.0,26.9,29.75,4.548
932,70.232,26.04,23.39,30.95,26.04,27.0,29.8,4.587
933,70.19,26.05,23.44,31.04,26.1,27.06,29.87,4.625
934,70.796,26.13,23.45,31.13,26.17,27.11,29.94,4.663
935,72.722,26.2,23.48,31.25,26.2,27.04,30.0,4.702
936,73.194,26.26,23.52,31.31,26.23,27.06,30.07,4.74
937,74.018,26.23,23.54,31.4,26.27,27.11,30.15,4.778
938,74.212,26.23,23.56,31.48,26.31,27.13,30.22,4.817
939,75.968,26.26,23.57,31.56,26.36,27.25,30.29,4.855
940,76.614,26.28,23.59,31.64,26.37,27.29,30.35,4.894
941,75.73,26.25,23.63,31.7,26.43,27.32,30.4,4.932
942,75.14,26.28,23.68,31.77,26.46,27.27,30.45,4.97
943,76.362,26.2,23.7,31.87,26.53,27.34,30.53,5.009
944,76.654,26.23,23.73,31.95,26.54,27.39,30.61,5.047
945,76.748,26.29,23.76,32.0,26.59,27.45,30.63,5.085
946,78.128,26.34,23.79,32.09,26.62,27.44,30.7,5.124
947,77.038,26.38,23.8,32.15,26.67,27.48,30.77,5.162
948,77.882,26.4,23.84,32.2,26.71,27.46,30.82,5.201
949,80.98,26.4,23.86,32.27,26.73,27.61,30.86,5.239
950,80.236,26.38,23.9,32.29,26.77,27.7,30.9,5.277
951,80.236,26.4,23.93,32.4,26.8,27.61,30.97,5.316
952,80.318,26.44,23.95,32.47,26.82,27.77,31.04,5.354
953,79.734,26.5,24.0,32.54,26.86,27.63,31.11,5.393
954,80.13,26.53,24.03,32.58,26.92,27.75,31.12,5.431
955,79.488,26.61,24.04,32.65,26.95,27.86,31.19,5.47
956,79.808,26.61,24.07,32.68,26.96,27.94,31.23,5.508
957,79.048,26.67,24.11,32.77,27.0,27.84,31.29,5.546
958,78.68,26.67,24.15,32.81,27.02,27.93,31.32,5.585
959,79.61,26.69,24.18,32.88,27.06,27.95,31.37,5.623
960,82.334,26.64,24.21,32.9,27.1,28.0,31.44,5.662
961,82.358,26.67,24.25,32.97,27.12,28.11,31.47,5.7
962,82.572,26.68,24.26,33.0,27.14,28.18,31.51,5.738
963,81.452,26.61,24.29,33.08,27.19,28.25,31.56,5.777
964,81.536,26.55,24.32,33.08,27.2,28.27,31.57,5.815
965,81.9,26.63,24.36,33.13,27.26,28.26,31.63,5.854
966,79.95,26.56,24.39,33.2,27.28,28.36,31.69,5.892
967,81.49,26.54,24.43,33.2,27.29,28.38,31.7,5.931
968,81.094,26.46,24.45,33.25,27.31,28.39,31.73,5.969
969,81.4,26.42,24.5,33.27,27.36,28.36,31.77,6.007
970,81.652,26.4,24.52,33.34,27.38,28.46,31.8,6.046
971,83.44,26.38,24.55,33.36,27.4,28.38,31.85,6.084
972,83.482,26.4,24.56,33.38,27.45,28.45,31.88,6.123
973,82.922,26.45,24.61,33.45,27.46,28.54,31.9,6.161
974,81.9,26.46,24.63,33.5,27.47,28.62,31.96,6.2
975,82.29,26.56,24.68,33.52,27.5,28.63,31.97,6.238
976,82.934,26.54,24.7,33.58,27.53,28.62,32.02,6.276
977,81.83,26.51,24.71,33.61,27.53,28.75,32.06,6.315
978,81.642,26.5,24.75,33.65,27.56,28.68,32.09,6.353
979,82.334,26.46,24.77,33.7,27.6,28.72,32.15,6.391
980,81.838,26.52,24.79,33.75,27.61,28.8,32.18,6.43
981,82.7,26.52,24.81,33.77,27.64,28.85,32.18,6.468
982,82.63,26.54,24.86,33.79,27.65,28.84,32.23,6.507
983,84.58,26.57,24.88,33.84,27.69,28.86,32.29,6.545
984,84.808,26.67,24.89,33.88,27.7,28.88,32.31,6.584
985,84.426,26.71,24.92,33.93,27.75,28.92,32.34,6.622
986,83.764,26.72,24.94,33.95,27.76,28.94,32.36,6.661
987,84.162,26.69,24.97,33.98,27.77,28.98,32.4,6.699
988,84.172,26.72,25.0,34.0,27.79,29.04,32.43,6.737
989,83.03,26.67,25.03,34.0,27.82,29.1,32.45,6.776
990,81.74,26.63,25.04,34.09,27.85,29.14,32.52,6.814
991,82.57,26.69,25.06,34.11,27.87,29.12,32.54,6.853
992,82.172,26.7,25.11,34.16,27.88,29.12,32.56,6.891
993,82.598,26.68,25.11,34.16,27.92,29.18,32.59,6.929
994,83.9,26.67,25.12,34.2,27.94,29.26,32.61,6.968
995,86.136,26.7,25.17,34.23,27.94,29.29,32.65,7.006
996,83.482,26.64,25.18,34.25,27.95,29.3,32.68,7.045
997,84.158,26.6,25.2,34.31,27.98,29.36,32.72,7.083
998,82.944,26.6,25.22,34.31,28.0,29.34,32.72,7.122
999,82.704,26.59,25.25,34.34,28.0,29.38,32.75,7.16
1000,82.848,26.57,25.28,34.34,28.04,29.45,32.75,7.198
1001,82.878,26.48,25.29,34.4,28.05,29.36,32.79,7.237
1002,84.178,26.45,25.3,34.45,28.07,29.32,32.84,7.275
1003,83.832,26.46,25.32,34.43,28.06,29.48,32.84,7.314
1004,83.596,26.48,25.34,34.47,28.1,29.44,32.86,7.352
1005,86.682,26.47,25.36,34.5,28.11,29.52,32.88,7.39
1006,86.814,26.52,25.37,34.52,28.11,29.52,32.93,7.429
1007,84.192,26.52,25.38,34.54,28.15,29.5,32.95,7.467
1008,84.86,26.39,25.4,34.56,28.18,29.55,32.95,7.506
1009,85.2,26.35,25.44,34.59,28.19,29.61,32.98,7.544
1010,85.306,26.38,25.45,34.59,28.2,29.61,32.98,7.583
1011,84.852,26.37,25.45,34.61,28.2,29.63,33.02,7.621
1012,82.8,26.34,25.46,34.65,28.21,29.65,33.04,7.659
1013,85.308,26.3,25.48,34.68,28.25,29.64,33.06,7.698
